:************************
:    TREND DATA FILE
:************************
DATE,TIME,Julabo_Ext_PV,WEITGHT(g),BALANCE POSITION,Now Pressure(kPa)
8/1/2019,19:31:00,32.26058605689428,13.6219,2.0,16.280903129997714
8/1/2019,19:33:00,32.28546125816432,13.6219,2.0,16.280687324345937
8/1/2019,19:35:00,32.325352011230805,13.6219,2.0,16.280546164829516
8/1/2019,19:37:00,32.365216122378826,13.6219,2.0,16.280317701490834
8/1/2019,19:39:00,32.394240255280174,13.6219,2.0,16.280144610727138
8/1/2019,19:41:00,32.4053,13.6219,2.0,16.279960749371718
8/1/2019,19:43:00,32.43646675824176,13.6219,2.0,16.279732272805163
8/1/2019,19:45:00,32.45757141548852,13.6218,2.0,16.279503792768605
8/1/2019,19:48:00,32.478594505494506,13.6218,2.0,16.279287661373242
8/1/2019,19:50:00,32.50986405168963,13.6218,2.0,16.279146835732238
8/1/2019,19:52:00,32.52861820468839,13.6218,2.0,16.27895918204147
8/1/2019,19:54:00,32.558368677733256,13.6218,2.0,16.278789890335847
8/1/2019,19:56:00,32.566127051289385,13.6218,2.0,16.278561415433828
8/1/2019,19:58:00,32.584880800457405,13.6218,2.0,16.27833293539727
8/1/2019,20:00:00,32.58883050769847,13.6218,2.0,16.278202233264793
8/1/2019,20:02:00,32.6183,13.6218,2.0,16.277975986748157
8/1/2019,20:05:00,32.63731979029393,13.6218,2.0,16.277773754854923
8/1/2019,20:07:00,32.66079680302509,13.6218,2.0,16.277619038099047
8/1/2019,20:09:00,32.6839,13.6218,2.0,16.27733582771621
8/1/2019,20:11:00,32.6839,13.621732034236805,2.0,16.2772
8/1/2019,20:13:00,32.715419688644694,13.6217,2.0,16.277033607493717
8/1/2019,20:15:00,32.733,13.6217,2.0,16.27680512937682
8/1/2019,20:17:00,32.73705264722698,13.6217,2.0,16.276588325336988
8/1/2019,20:19:00,32.75220866326706,13.6217,2.0,16.27644818072771
8/1/2019,20:21:00,32.774561232774886,13.6217,2.0,16.27621970069115
8/1/2019,20:24:00,32.7822,13.6217,2.0,16.276045610327298
8/1/2019,20:26:00,32.809133134909274,13.6217,2.0,16.275862748457847
8/1/2019,20:28:00,32.81381348520405,13.6217,2.0,16.615643210017726
8/1/2019,20:30:00,32.816733645928636,13.6217,2.0,16.68530559744117
8/1/2019,20:32:00,32.83539953116066,13.6217,2.0,16.685065676586508
8/1/2019,20:34:00,32.85415347361199,13.6217,2.0,16.6848
8/1/2019,20:36:00,32.8641,13.6217,2.0,16.68472016221156
8/1/2019,20:38:00,32.87524494825318,13.6217,2.0,16.684491682851593
8/1/2019,20:41:00,32.89399882218411,13.6217,2.0,16.68433160269591
8/1/2019,20:43:00,32.8969,13.6217,2.0,16.6841347384053
8/1/2019,20:45:00,32.9133,13.6217,2.0,16.683906260353
8/1/2019,20:47:00,32.917402962031105,13.6217,2.0,16.68368889079278
8/1/2019,20:49:00,32.9360827396947,13.6217,2.0,16.683549308808406
8/1/2019,20:51:00,32.946,13.6217,2.0,16.683320824765822
8/1/2019,20:53:00,32.957174017954145,13.6217,2.0,16.683146175815388
8/1/2019,20:55:00,32.9624,13.6217,2.0,16.68296387936943
8/1/2019,20:57:00,32.9624,13.6217,2.0,16.682735402981663
8/1/2019,21:00:00,32.9641863800103,13.6217,2.0,16.68250692294511
8/1/2019,21:02:00,32.982940789022294,13.6217,2.0,16.682378454332554
8/1/2019,21:04:00,32.9952,13.6217,2.0,16.682149974295996
8/1/2019,21:06:00,33.00397864371891,13.6217,2.0,16.681960749371715
8/1/2019,21:08:00,33.0115,13.6217,2.0,16.681793025646883
8/1/2019,21:10:00,33.0115,13.6217,2.0,16.681564537872728
8/1/2019,21:12:00,33.0115,13.6217,2.0,16.681418031756913
8/1/2019,21:14:00,33.013281793229645,13.6217,2.0,16.6812075965273
8/1/2019,21:16:00,33.03203703830761,13.6217,2.0,16.68097911692466
8/1/2019,21:19:00,33.0443,13.6217,2.0,16.68075063970756
8/1/2019,21:21:00,33.0443,13.6217,2.0,16.680522168275544
8/1/2019,21:23:00,33.0443,13.6217,2.0,16.680346844119494
8/1/2019,21:25:00,33.0443,13.6217,2.0,16.680232604101217
8/1/2019,21:27:00,33.044203512679914,13.6217,2.0,16.68003673749143
8/1/2019,21:29:00,33.0606,13.6217,2.0,16.679808259553322
8/1/2019,21:31:00,33.06471476928355,13.6217,2.0,16.679589895470382
8/1/2019,21:33:00,33.077,13.6217,2.0,16.67945131090421
8/1/2019,21:36:00,33.077,13.6217,2.0,16.67922283086765
8/1/2019,21:38:00,33.0881440105209,13.6217,2.0,16.679047178432715
8/1/2019,21:40:00,33.0934,13.6217,2.0,16.67879882332781
8/1/2019,21:42:00,33.0934,13.6217,2.0,16.678537402181984
8/1/2019,21:44:00,33.0934,13.6217,2.0,16.678404466529585
8/1/2019,21:46:00,33.097469174909946,13.6217,2.0,16.678280453532874
8/1/2019,21:48:00,33.1097,13.6217,2.0,16.678051976239434
8/1/2019,21:50:00,33.1184856138144,13.6217,2.0,16.67786175244188
8/1/2019,21:52:00,33.1261,13.6217,2.0,16.677695024847207
8/1/2019,21:55:00,33.13957742267452,13.6217,2.0,16.677466544810645
8/1/2019,21:57:00,33.1425,13.6217,2.0,16.677319032387043
8/1/2019,21:59:00,33.1425,13.6217,2.0,16.677109595613434
8/1/2019,22:01:00,33.1425,13.6217,2.0,16.676781117203564
8/1/2019,22:03:00,33.1425,13.6217,2.0,16.6766
8/1/2019,22:05:00,33.1425,13.6217,2.0,16.676524163144066
8/1/2019,22:07:00,33.1536024473925,13.6217,2.0,16.676295687931923
8/1/2019,22:09:00,33.15881803175691,13.6217,2.0,16.67613360941338
8/1/2019,22:11:00,33.1588,13.6217,2.0,16.675938738790197
8/1/2019,22:14:00,33.1588,13.6217,2.0,16.67571025875364
8/1/2019,22:16:00,33.1628519412202,13.6217,2.0,16.67549089455044
8/1/2019,22:18:00,33.1752,13.6217,2.0,16.675353301347954
8/1/2019,22:20:00,33.1752,13.6217,2.0,16.675124834361434
8/1/2019,22:22:00,33.1752,13.6217,2.0,16.67494818072771
8/1/2019,22:24:00,33.188618352295464,13.6217,2.0,16.674767881418862
8/1/2019,22:26:00,33.1916,13.6217,2.0,16.674539410555173
8/1/2019,22:28:00,33.1916,13.6217,2.0,16.67431093276975
8/1/2019,22:31:00,33.1916,13.6217,2.0,16.67418245273319
8/1/2019,22:33:00,33.191561206305686,13.6217,2.0,16.673953975325563
8/1/2019,22:35:00,33.1915,13.6217,2.0,16.67376275204204
8/1/2019,22:37:00,33.1915,13.6217,2.0,16.673597024047524
8/1/2019,22:39:00,33.1915,13.6217,2.0,16.673368551519307
8/1/2019,22:41:00,33.1915,13.6217,2.0,16.673220037699206
8/1/2019,22:43:00,33.1915,13.6217,2.0,16.673011595361853
8/1/2019,22:45:00,33.1915,13.6217,2.0,16.672783126749298
8/1/2019,22:47:00,33.1915,13.6217,2.0,16.672554646712744
8/1/2019,22:50:00,33.1915,13.6217,2.0,16.672363083338094
8/1/2019,22:52:00,33.1915,13.6217,2.0,16.672197692483437
8/1/2019,22:54:00,33.2048255274141,13.6217,2.0,16.672034609013537
8/1/2019,22:56:00,33.2079,13.621778745345173,2.0,16.671840737990518
8/1/2019,22:58:00,33.2078,13.6218,2.0,16.671612268677176
8/1/2019,23:00:00,33.2078,13.6218,2.0,16.671391894670702
8/1/2019,23:02:00,33.2078,13.6218,2.0,16.671255311857436
8/1/2019,23:04:00,33.2078,13.6218,2.0,16.671026840692292
8/1/2019,23:07:00,33.2078,13.6218,2.0,16.670798360655738
8/1/2019,23:09:00,33.2078,13.6218,2.0,16.670569888051176
8/1/2019,23:11:00,33.2078,13.6218,2.0,16.67034141200663
8/1/2019,23:13:00,33.2078,13.6218,2.0,16.670206460642067
8/1/2019,23:15:00,33.2078,13.6218,2.0,16.67008445282157
8/1/2019,23:17:00,33.2078,13.6218,2.0,16.669855983320957
8/1/2019,23:19:00,33.2078,13.6218,2.0,16.6696637516422
8/1/2019,23:21:00,33.2078,13.6218,2.0,16.669499029015306
8/1/2019,23:23:00,33.2078,13.6218,2.0,16.66927055463529
8/1/2019,23:26:00,33.20770515793683,13.6218,2.0,16.669121037299366
8/1/2019,23:28:00,33.209190909090914,13.6218,2.0,16.66891360520905
8/1/2019,23:30:00,33.2241,13.6218,2.0,16.668585125949622
8/1/2019,23:32:00,33.2241,13.6218,2.0,16.6684
8/1/2019,23:34:00,33.21559726676177,13.6218,2.0,16.6683281626592
8/1/2019,23:36:00,33.2077,13.6218,2.0,16.66809969726395
8/1/2019,23:38:00,33.2077,13.6218,2.0,16.667935608613696
8/1/2019,23:40:00,33.2077,13.6218,2.0,16.66774274617318
8/1/2019,23:42:00,33.2077,13.6218,2.0,16.667514268578284
8/1/2019,23:45:00,33.2114734347304,13.6219,2.0,16.66729289467672
8/1/2019,23:47:00,33.2241,13.6219,2.0,16.66715731992917
8/1/2019,23:49:00,33.2241,13.6219,2.0,16.666893259838922
8/1/2019,23:51:00,33.22403419774947,13.6219,2.0,16.6667
8/1/2019,23:53:00,33.224,13.6219,2.0,16.66657188713731
8/1/2019,23:55:00,33.224,13.6219,2.0,16.666343411206945
8/1/2019,23:57:00,33.224,13.6219,2.0,16.666114931170387
8/1/2019,23:59:00,33.224,13.6219,2.0,16.665986462557836
8/2/2019,0:02:00,33.224,13.6219,2.0,16.665757982521278
8/2/2019,0:04:00,33.224,13.6219,2.0,16.665564753255655
8/2/2019,0:06:00,33.224,13.6219,2.0,16.665401033872165
8/2/2019,0:08:00,33.224,13.6219,2.0,16.665172553835607
8/2/2019,0:10:00,33.224,13.6219,2.0,16.665022036899526
8/2/2019,0:12:00,33.224,13.6219,2.0,16.66481560429518
8/2/2019,0:14:00,33.224,13.6219,2.0,16.66458712514994
8/2/2019,0:16:00,33.223963340378134,13.6219,2.0,16.66437932373772
8/2/2019,0:18:00,33.2239,13.6219,2.0,16.664230172512283
8/2/2019,0:21:00,33.2239,13.6219,2.0,16.664001690655702
8/2/2019,0:23:00,33.2239,13.6219,2.0,16.66383661183459
8/2/2019,0:25:00,33.2239,13.6219,2.0,16.66364474781516
8/2/2019,0:27:00,33.2239,13.6219,2.0,16.6634162677786
8/2/2019,0:29:00,33.2239,13.6219,2.0,16.663193899583025
8/2/2019,0:31:00,33.21794920970043,13.6219,2.0,16.66305931912949
8/2/2019,0:33:00,33.2075,13.6219,2.0,16.804730043458363
8/2/2019,0:35:00,33.2075,13.6219,2.0,17.072502153178366
8/2/2019,0:37:00,33.2075,13.6219,2.0,17.072273684811787
8/2/2019,0:40:00,33.222796289096,13.6219,2.0,17.072122602387616
8/2/2019,0:42:00,33.2239,13.6219,2.0,17.071916735206763
8/2/2019,0:44:00,33.22387824870052,13.6219,2.0,17.07168825612612
8/2/2019,0:46:00,33.2238,13.6219,2.0,17.071479889193512
8/2/2019,0:48:00,33.2238,13.6219,2.0,17.07133130355307
8/2/2019,0:50:00,33.2238,13.6219,2.0,17.071102821567283
8/2/2019,0:52:00,33.2238,13.6219,2.0,17.070937177290382
8/2/2019,0:54:00,33.2238,13.6219,2.0,17.07074587879134
8/2/2019,0:57:00,33.2238,13.6219,2.0,17.070517398754784
8/2/2019,0:59:00,33.2238,13.6219,2.0,17.070294459359115
8/2/2019,1:01:00,33.2238,13.6219,2.0,17.070160440941283
8/2/2019,1:03:00,33.2238,13.6219,2.0,17.069931970069117
8/2/2019,1:05:00,33.2238,13.6219,2.0,17.069751747772447
8/2/2019,1:07:00,33.2238,13.6219,2.0,17.069575021420004
8/2/2019,1:09:00,33.2238,13.6219,2.0,17.069346541383446
8/2/2019,1:11:00,33.2237931513109,13.6219,2.0,17.069118071738632
8/2/2019,1:13:00,33.2237,13.6219,2.0,17.068989592734333
8/2/2019,1:16:00,33.2237,13.6219,2.0,17.06876111269778
8/2/2019,1:18:00,33.2237,13.6219,2.0,17.06856631825451
8/2/2019,1:20:00,33.213247643501084,13.6219,2.0,17.068404164048665
8/2/2019,1:22:00,33.2073,13.6219,2.0,17.06817568401211
8/2/2019,1:24:00,33.2073,13.6219,2.0,17.068023606351385
8/2/2019,1:26:00,33.2073,13.6219,2.0,17.067818735362998
8/2/2019,1:28:00,33.2073,13.6221,2.0,17.067590255883022
8/2/2019,1:30:00,33.2073,13.6221,2.0,17.067380893356944
8/2/2019,1:33:00,33.2073,13.6221,2.0,17.067233306677327
8/2/2019,1:35:00,33.2073,13.6221,2.0,17.067004826640773
8/2/2019,1:37:00,33.2073,13.6221,2.0,17.06683817683345
8/2/2019,1:39:00,33.2073,13.6221,2.0,17.066647877991663
8/2/2019,1:41:00,33.2072,13.6221,2.0,17.066419397955105
8/2/2019,1:43:00,33.2072,13.6221,2.0,17.066195464671274
8/2/2019,1:45:00,33.2072,13.6221,2.0,17.066062449305992
8/2/2019,1:47:00,33.2072,13.6221,2.0,17.065833973040895
8/2/2019,1:49:00,33.2072,13.6221,2.0,17.06565275032844
8/2/2019,1:52:00,33.2072,13.6221,2.0,17.065477020620325
8/2/2019,1:54:00,33.19220838801712,13.6221,2.0,17.065248540583767
8/2/2019,1:56:00,33.1908,13.6221,2.0,17.065020060547212
8/2/2019,1:58:00,33.1908,13.6221,2.0,17.064891591934657
8/2/2019,2:00:00,33.1908,13.6221,2.0,17.064663114005025
8/2/2019,2:02:00,33.1908,13.6221,2.0,17.06446732164277
8/2/2019,2:04:00,33.20107567042141,13.6221,2.0,17.064306163248986
8/2/2019,2:06:00,33.2072,13.6221,2.0,17.064077690198765
8/2/2019,2:08:00,33.20710882453735,13.6221,2.0,17.06392460729994
8/2/2019,2:11:00,33.2071,13.6221,2.0,17.06372073456332
8/2/2019,2:13:00,33.2071,13.6221,2.0,17.06349225496916
8/2/2019,2:15:00,33.2071,13.6221,2.0,17.06328189192277
8/2/2019,2:17:00,33.2071,13.6221,2.0,17.063135298149415
8/2/2019,2:19:00,33.2071,13.6221,2.0,17.062906831162895
8/2/2019,2:21:00,33.2071,13.6221,2.0,17.06273917861427
8/2/2019,2:23:00,33.2071,13.6221,2.0,17.06254987719198
8/2/2019,2:25:00,33.2071,13.6221,2.0,17.062321407356638
8/2/2019,2:28:00,33.2071,13.6221,2.0,17.062096464271434
8/2/2019,2:30:00,33.2071,13.6221,2.0,17.061964450536898
8/2/2019,2:32:00,33.2071,13.6221,2.0,17.061735979893758
8/2/2019,2:34:00,33.20703797121316,13.6221,2.0,17.0615537499286
8/2/2019,2:36:00,33.207,13.6221,2.0,17.061379012909857
8/2/2019,2:38:00,33.207,13.6221,2.0,17.061150545433776
8/2/2019,2:40:00,33.207,13.6221,2.0,17.060922071171532
8/2/2019,2:42:00,33.207,13.6221,2.0,17.060793591501028
8/2/2019,2:44:00,33.207,13.6221,2.0,17.06056512252242
8/2/2019,2:47:00,33.207,13.6221,2.0,17.060368321242933
8/2/2019,2:49:00,33.196830727532095,13.6221,2.0,17.060208167694768
8/2/2019,2:51:00,33.1905,13.6221,2.0,17.05997969383675
8/2/2019,2:53:00,33.1905,13.6221,2.0,17.059825606900095
8/2/2019,2:55:00,33.1905,13.6221,2.0,17.059622733763636
8/2/2019,2:57:00,33.1905,13.6221,2.0,17.05939426515108
8/2/2019,2:59:00,33.1905,13.6221,2.0,17.059182892557264
8/2/2019,3:01:00,33.1905,13.6221,2.0,17.05903730507797
8/2/2019,3:04:00,33.1905,13.6221,2.0,17.05880883024903
8/2/2019,3:06:00,33.1905,13.6221,2.0,17.05864017821443
8/2/2019,3:08:00,33.1905,13.6221,2.0,17.058451884852637
8/2/2019,3:10:00,33.1905,13.6221,2.0,17.058223407779746
8/2/2019,3:12:00,33.1905,13.6223,2.0,17.057997463871594
8/2/2019,3:14:00,33.1905,13.6223,2.0,17.05786644962303
8/2/2019,3:16:00,33.1905,13.6223,2.0,17.05763797909408
8/2/2019,3:18:00,33.1905,13.6223,2.0,17.057454749528763
8/2/2019,3:20:00,33.202839851343626,13.6223,2.0,17.05728102581677
8/2/2019,3:23:00,33.2069,13.6223,2.0,17.057052541985605
8/2/2019,3:25:00,33.2069,13.6223,2.0,17.056824068997027
8/2/2019,3:27:00,33.2069,13.6223,2.0,17.056695601759294
8/2/2019,3:29:00,33.206867780443226,13.6223,2.0,17.05646712172274
8/2/2019,3:31:00,33.2068,13.6223,2.0,17.056269320843093
8/2/2019,3:33:00,33.2068,13.6223,2.0,17.0561101667809
8/2/2019,3:35:00,33.2068,13.6223,2.0,17.055881693037072
8/2/2019,3:37:00,33.2068,13.6223,2.0,17.055726606500258
8/2/2019,3:39:00,33.2068,13.6223,2.0,17.05552474297464
8/2/2019,3:42:00,33.20390929529244,13.6223,2.0,17.055296264138008
8/2/2019,3:44:00,33.1904,13.6223,2.0,17.055083888286024
8/2/2019,3:46:00,33.1904,13.6223,2.0,17.054939315702292
8/2/2019,3:48:00,33.1904,13.6223,2.0,17.054710835665734
8/2/2019,3:50:00,33.1904,13.6223,2.0,17.054541181174322
8/2/2019,3:52:00,33.1904,13.6223,2.0,17.054353887016624
8/2/2019,3:54:00,33.19088464749271,13.6223,2.0,17.054125406980063
8/2/2019,3:56:00,33.2067,13.6223,2.0,17.053898463559513
8/2/2019,3:59:00,33.20153090265891,13.6223,2.0,17.053768458330953
8/2/2019,4:01:00,33.1903,13.6223,2.0,17.053539978294395
8/2/2019,4:03:00,33.1903,13.6223,2.0,17.053355751656387
8/2/2019,4:05:00,33.1903,13.6223,2.0,17.053183029645286
8/2/2019,4:07:00,33.1903,13.6223,2.0,17.052954549608728
8/2/2019,4:09:00,33.1903,13.6223,2.0,17.052726079506513
8/2/2019,4:11:00,33.1903,13.6223,2.0,17.05259760095962
8/2/2019,4:13:00,33.1903,13.6223,2.0,17.052369119159145
8/2/2019,4:15:00,33.1903,13.6223,2.0,17.05217031812211
8/2/2019,4:18:00,33.1903,13.6223,2.0,17.052012172273947
8/2/2019,4:20:00,33.1903,13.6223,2.0,17.05178369223739
8/2/2019,4:22:00,33.1903,13.6223,2.0,17.05162761023532
8/2/2019,4:24:00,33.19029769248343,13.6223,2.0,17.05142674358828
8/2/2019,4:26:00,33.1902,13.6223,2.0,17.051198263650903
8/2/2019,4:28:00,33.1902,13.6223,2.0,17.050984896606877
8/2/2019,4:30:00,33.1902,13.6223,2.0,17.050841306831163
8/2/2019,4:32:00,33.19992803476471,13.6223,2.0,17.050612834866055
8/2/2019,4:34:00,33.2066,13.6223,2.0,17.050442180717386
8/2/2019,4:37:00,33.2066,13.6223,2.0,17.05025588621694
8/2/2019,4:39:00,33.1902,13.6223,2.0,17.050027406180387
8/2/2019,4:41:00,33.1902,13.6223,2.0,17.049799468783917
8/2/2019,4:43:00,33.1902,13.6223,2.0,17.049670457531274
8/2/2019,4:45:00,33.1902,13.6223,2.0,17.049441980808773
8/2/2019,4:47:00,33.1902,13.6223,2.0,17.04925675444108
8/2/2019,4:49:00,33.1902,13.6223,2.0,17.049085022278074
8/2/2019,4:51:00,33.20446075247298,13.6223,2.0,17.048856545579163
8/2/2019,4:54:00,33.2065,13.6223,2.0,17.048628078592643
8/2/2019,4:56:00,33.2065,13.6223,2.0,17.048499600159936
8/2/2019,4:58:00,33.201549586305276,13.6223,2.0,17.048271121772906
8/2/2019,5:00:00,33.1901,13.6223,2.0,17.048071325755412
8/2/2019,5:02:00,33.1901,13.6223,2.0,17.047914171474265
8/2/2019,5:04:00,33.1901,13.6223,2.0,17.04768569143771
8/2/2019,5:06:00,33.1901,13.622458104167858,2.0,17.047528609778386
8/2/2019,5:08:00,33.19031380296186,13.622486811677161,2.0,17.047328742788597
8/2/2019,5:10:00,33.2065,13.6225,2.0,17.047100274160385
8/2/2019,5:13:00,33.2065,13.6225,2.0,17.046885897069746
8/2/2019,5:15:00,33.2065,13.6225,2.0,17.046743314102933
8/2/2019,5:17:00,33.206441640486666,13.6225,2.0,17.046514838930776
8/2/2019,5:19:00,33.2064,13.6225,2.0,17.046343182726908
8/2/2019,5:21:00,33.2064,13.6225,2.0,17.046157877299212
8/2/2019,5:23:00,33.2064,13.6225,2.0,17.045929413444515
8/2/2019,5:25:00,33.2064,13.6225,2.0,17.04570093676815
8/2/2019,5:27:00,33.21122131053806,13.6225,2.0,17.045572458304775
8/2/2019,5:30:00,33.2227,13.6225,2.0,17.04534398811904
8/2/2019,5:32:00,33.2227,13.6225,2.0,17.04515775404124
8/2/2019,5:34:00,33.2227,13.6225,2.0,17.044987028045924
8/2/2019,5:36:00,33.2227,13.6225,2.0,17.044758548009366
8/2/2019,5:38:00,33.2227,13.6225,2.0,17.044530077678775
8/2/2019,5:40:00,33.2227,13.6225,2.0,17.044400799680126
8/2/2019,5:42:00,33.2227,13.6225,2.0,17.0441731307477
8/2/2019,5:44:00,33.2227,13.6225,2.0,17.043972325355572
8/2/2019,5:46:00,33.2227,13.6225,2.0,17.215749331046304
8/2/2019,5:49:00,33.2227,13.6225,2.0,17.453443748214998
8/2/2019,5:51:00,33.2227,13.6225,2.0,17.453259008339998
8/2/2019,5:53:00,33.2227,13.6225,2.0,17.453030544291508
8/2/2019,5:55:00,33.2227,13.6225,2.0,17.452703101616496
8/2/2019,5:57:00,33.2227,13.6225,2.0,17.452673587707775
8/2/2019,5:59:00,33.2227,13.6225,2.0,17.45244511080649
8/2/2019,6:01:00,33.2227,13.6225,2.0,17.45225831952933
8/2/2019,6:03:00,33.2227,13.622564657738096,2.0,17.452088159022107
8/2/2019,6:05:00,33.2227,13.6226,2.0,17.45185967898555
8/2/2019,6:08:00,33.2227,13.6226,2.0,17.451715604295178
8/2/2019,6:10:00,33.222685588621694,13.6226,2.0,17.451502730336436
8/2/2019,6:12:00,33.2226,13.6226,2.0,17.45127426172388
8/2/2019,6:14:00,33.2226,13.6226,2.0,17.451072890843662
8/2/2019,6:16:00,33.2226,13.6226,2.0,17.45091730165077
8/2/2019,6:18:00,33.2226,13.6226,2.0,17.45068882796436
8/2/2019,6:20:00,33.2226,13.6226,2.0,17.45053017650083
8/2/2019,6:22:00,33.2226,13.6226,2.0,17.450331872965098
8/2/2019,6:25:00,33.2226,13.6226,2.0,17.4501034041581
8/2/2019,6:27:00,33.2226,13.6226,2.0,17.44988745716244
8/2/2019,6:29:00,33.2226,13.6226,2.0,17.44974644733836
8/2/2019,6:31:00,33.2226,13.6226,2.0,17.449517975666875
8/2/2019,6:33:00,33.2226,13.6226,2.0,17.44934474781516
8/2/2019,6:35:00,33.2226,13.6226,2.0,17.449161015593763
8/2/2019,6:37:00,33.222500491232076,13.6226,2.0,17.44893254512223
8/2/2019,6:39:00,33.2225,13.6226,2.0,17.44870406694465
8/2/2019,6:41:00,33.2225,13.6226,2.0,17.448487794151244
8/2/2019,6:44:00,33.2225,13.6226,2.0,17.448347118295537
8/2/2019,6:46:00,33.2225,13.6226,2.0,17.44815931680567
8/2/2019,6:48:00,33.2225,13.6226,2.0,17.447990159346624
8/2/2019,6:50:00,33.2225,13.6226,2.0,17.447761689609873
8/2/2019,6:52:00,33.2225,13.6226,2.0,17.447616604786656
8/2/2019,6:54:00,33.2225,13.6226,2.0,17.447404729536753
8/2/2019,6:56:00,33.2225,13.6226,2.0,17.447176259568145
8/2/2019,6:58:00,33.2225,13.622636019689772,2.0,17.44697388622344
8/2/2019,7:00:00,33.2225,13.6227,2.0,17.446778958190542
8/2/2019,7:03:00,33.2225,13.6227,2.0,17.446545416119267
8/2/2019,7:05:00,33.222415399554464,13.6227,2.0,17.44643117610099
8/2/2019,7:07:00,33.2224,13.6227,2.0,17.446233881654102
8/2/2019,7:09:00,33.2224,13.6227,2.0,17.446005403552867
8/2/2019,7:11:00,33.2224,13.6227,2.0,17.445788461758152
8/2/2019,7:13:00,33.2224,13.6227,2.0,17.44564844642449
8/2/2019,7:15:00,33.2224,13.6227,2.0,17.445419974867196
8/2/2019,7:17:00,33.2224,13.6227,2.0,17.445245744316235
8/2/2019,7:20:00,33.2224,13.6227,2.0,17.44506301901879
8/2/2019,7:22:00,33.2224,13.6227,2.0,17.44475181927229
8/2/2019,7:24:00,33.2224,13.6227,2.0,17.44450606614497
8/2/2019,7:26:00,33.2224,13.6227,2.0,17.444477597532416
8/2/2019,7:28:00,33.2224,13.6227,2.0,17.444249117495858
8/2/2019,7:30:00,33.22234454218312,13.6227,2.0,17.444060320996115
8/2/2019,7:32:00,33.2223,13.6227,2.0,17.443892168846748
8/2/2019,7:34:00,33.2223,13.6227,2.0,17.44366368881019
8/2/2019,7:36:00,33.2223,13.6227,2.0,17.443517604386816
8/2/2019,7:39:00,33.2223,13.6227,2.0,17.4433067397761
8/2/2019,7:41:00,33.2223,13.6227,2.0,17.443078260124523
8/2/2019,7:43:00,33.2223,13.6227,2.0,17.442874891478183
8/2/2019,7:45:00,33.2223,13.6227,2.0,17.44272131147541
8/2/2019,7:47:00,33.2223,13.6227,2.0,17.44249283143885
8/2/2019,7:49:00,33.2223,13.6227,2.0,17.44233217957505
8/2/2019,7:51:00,33.2223,13.6227,2.0,17.442135882789742
