,,,9,31.24,2999.876,7.90484,-0.16885,0.07777,0.00000,19.45138,6.1663E-02,19/06/19,02:59:23
,,,10,30.94,3482.226,7.88127,-0.20364,0.09379,0.00000,19.39614,7.4269E-02,19/06/19,07:58:01
,,,11,30.96,3966.326,7.85490,-0.24219,0.11155,0.00000,19.33623,8.7941E-02,19/06/19,12:55:53
,,,12,31.09,4450.837,7.82480,-0.28566,0.13157,0.00000,19.27035,1.0297E-01,19/06/19,18:00:09
,,,13,31.12,4934.525,7.79029,-0.33532,0.15445,0.00000,19.19581,1.1998E-01,19/06/19,22:45:41
,,,14,31.07,5385.253,7.75190,-0.38979,0.17953,0.00000,19.11670,1.3803E-01,19/06/20,04:03:31
,,,15,30.98,4659.721,7.81105,-0.30580,0.14085,0.00000,19.23894,1.1014E-01,19/06/20,09:49:30
,,,16,30.97,3929.246,7.85737,-0.23877,0.10998,0.00000,19.34087,8.6882E-02,19/06/20,12:29:54
,,,17,31.00,3194.820,7.89595,-0.18221,0.08392,0.00000,19.42938,6.6683E-02,19/06/20,15:44:44
,,,18,31.14,2457.345,7.92946,-0.13271,0.06112,0.00000,19.50810,4.8722E-02,19/06/20,19:59:39
,,,19,31.23,1716.559,7.95920,-0.08853,0.04078,0.00000,19.57915,3.2509E-02,19/06/21,01:20:11
,,,20,31.03,972.248,7.98628,-0.04825,0.02222,0.00000,19.64413,1.7681E-02,19/06/21,07:02:08
,,,21,30.95,774.099,7.99300,-0.03820,0.01759,0.00000,19.66054,1.3937E-02,19/06/21,12:53:27
